title:S12, start timestamp:1618378639.746231, stop timestamp:1618378750.330692, headset type:INSIGHT, headset serial:A2D202F3, headset firmware:932, channels:40, sampling rate:eeg_128;mot_64, samples:14150     , version:2.1, 
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ
1618378639.746231,37.000000,0.000000,4142.051270,4136.922852,4045.641113,4040.000000,4123.077148,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.753948,38.000000,0.000000,4146.666504,4132.307617,4050.256348,4052.820557,4122.051270,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,19.000000,0.000000,0.227194,0.616699,0.231445,-0.717285,0.993667,0.053712,-0.130861,-12.047134,13.534678,57.489193
1618378639.761765,39.000000,0.000000,4157.948730,4139.487305,4063.076904,4066.153809,4124.615234,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.769583,40.000000,0.000000,4164.615234,4151.794922,4064.102539,4046.666748,4139.487305,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,20.000000,0.000000,0.227194,0.616699,0.231445,-0.717285,1.000504,0.068849,-0.136233,-11.919097,11.523240,58.200333
1618378639.777400,41.000000,0.000000,4162.563965,4143.589844,4052.820557,4032.307617,4145.128418,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.785217,42.000000,0.000000,4161.025879,4138.974121,4052.307617,4044.102539,4141.538574,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,21.000000,0.000000,0.226422,0.616699,0.231445,-0.717529,1.000015,0.061036,-0.125002,-11.923494,9.892393,58.720726
1618378639.793034,43.000000,0.000000,4163.077148,4148.205078,4064.102539,4052.307617,4146.153809,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.800852,44.000000,0.000000,4164.102539,4148.205078,4069.743652,4055.897461,4145.641113,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,22.000000,0.000000,0.226671,0.616699,0.231201,-0.717529,0.999527,0.052735,-0.131350,-11.987267,8.364816,59.428345
1618378639.808669,45.000000,0.000000,4158.461426,4138.974121,4066.153809,4053.333252,4136.922852,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.816387,46.000000,0.000000,4147.692383,4128.205078,4059.487061,4034.871826,4134.358887,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,23.000000,0.000000,0.226671,0.616699,0.231201,-0.717529,0.990738,0.052247,-0.143069,-11.984848,7.049811,60.065201
1618378639.824204,47.000000,0.000000,4142.563965,4126.666504,4057.948730,4027.179443,4133.333496,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.832022,48.000000,0.000000,4145.641113,4140.000000,4064.615479,4045.128174,4129.230957,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,24.000000,0.000000,0.226671,0.616699,0.231201,-0.717529,0.995132,0.054688,-0.126955,-11.982671,9.515044,60.458923
1618378639.839840,49.000000,0.000000,4144.615234,4142.563965,4071.281982,4059.487061,4127.692383,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.847658,50.000000,0.000000,4145.128418,4136.410156,4072.820557,4054.358887,4131.794922,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,25.000000,0.000000,0.226920,0.616699,0.230957,-0.717529,1.002457,0.061036,-0.140627,-11.980711,8.085017,60.932907
1618378639.855475,51.000000,0.000000,4152.820313,4146.153809,4065.641113,4046.153809,4137.436035,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.863293,52.000000,0.000000,4150.769043,4155.897461,4058.974365,4044.615479,4131.794922,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,26.000000,0.000000,0.226920,0.616699,0.230957,-0.717529,1.004898,0.061524,-0.129397,-11.859317,10.745807,59.385586
1618378639.871111,53.000000,0.000000,4140.000000,4146.666504,4061.025635,4034.871826,4116.410156,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.878929,54.000000,0.000000,4140.000000,4140.512695,4063.076904,4023.589844,4111.794922,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,27.000000,0.000000,0.226920,0.616699,0.230957,-0.717529,0.996109,0.049317,-0.126955,-12.049138,9.192703,59.847271
1618378639.886647,55.000000,0.000000,4146.153809,4148.205078,4058.974365,4025.641113,4114.871582,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,0.972656,100.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1618378639.894464,56.000000,0.000000,4147.179688,4149.230957,4050.256348,4031.281982,4111.794922,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,28.000000,0.000000,0.226504,0.616943,0.230713,-0.717529,0.996597,0.063966,-0.133791,-12.160163,7.854725,60.382420
1618378639.902282,57.000000,0.000000,4146.153809,4140.000000,4046.666748,4031.794922,4111.282227,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.910100,58.000000,0.000000,4149.743652,4138.461426,4055.897461,4038.461426,4119.487305,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,29.000000,0.000000,0.227168,0.616699,0.230713,-0.717529,0.995132,0.050782,-0.129885,-12.140453,6.590730,60.624790
1618378639.917918,59.000000,0.000000,4152.307617,4146.666504,4067.692383,4043.076904,4121.025879,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.925735,60.000000,0.000000,4148.717773,4142.051270,4066.153809,4037.435791,4112.820313,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,30.000000,0.000000,0.227168,0.616699,0.230713,-0.717529,1.000992,0.040040,-0.138186,-11.943270,5.333503,61.022369
1618378639.933553,61.000000,0.000000,4143.589844,4132.820313,4054.871826,4041.025635,4111.282227,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
1618378639.941371,62.000000,0.000000,4145.128418,4148.717773,4056.410156,4027.692383,4115.897461,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,31.000000,0.000000,0.226504,0.616943,0.230713,-0.717529,0.996597,0.063966,-0.133791,-11.885434,4.201999,61.380192
1618378639.949189,63.000000,0.000000,4151.282227,4150.256348,4065.128174,4006.666748,4118.461426,0.000000,3.000000,55.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,
