title:S35, start timestamp:1618540668.219924, stop timestamp:1618540778.846407, headset type:INSIGHT, headset serial:A2D202F3, headset firmware:932, channels:40, sampling rate:eeg_128;mot_64, samples:14156     , version:2.1, 
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ
1618540668.219924,117.000000,0.000000,4260.512695,4966.153809,4185.128418,4208.717773,4070.769287,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.227639,118.000000,0.000000,4271.794922,4961.538574,4196.922852,4215.384766,4088.205078,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,59.000000,0.000000,0.738870,0.032959,0.618408,-0.265625,0.942397,0.292973,-0.240238,-0.492703,3.428902,13.115012
1618540668.235455,119.000000,0.000000,4278.461426,4928.205078,4214.358887,4216.410156,4101.538574,16245.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.243270,120.000000,0.000000,4276.410156,4932.307617,4211.282227,4211.282227,4100.000000,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,60.000000,0.000000,0.738851,0.032715,0.618652,-0.265137,0.944839,0.289555,-0.236332,-1.340663,1.530812,13.119450
1618540668.251086,121.000000,0.000000,4282.051270,4957.948730,4194.871582,4207.692383,4106.153809,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.258901,122.000000,0.000000,4291.794922,4897.436035,4189.743652,4206.153809,4119.487305,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,61.000000,0.000000,0.738975,0.033203,0.618164,-0.265869,0.938003,0.276860,-0.235843,-4.077734,3.650715,13.063627
1618540668.266716,123.000000,0.000000,4293.333496,4855.384766,4193.333496,4214.871582,4122.051270,16245.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.274432,124.000000,0.000000,4294.358887,4924.615234,4197.436035,4227.179688,4127.179688,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,62.000000,0.000000,0.738851,0.032715,0.618652,-0.265137,0.944839,0.289555,-0.236332,-4.567192,1.730444,13.073202
1618540668.282247,125.000000,0.000000,4296.922852,4954.871582,4200.000000,4222.563965,4131.282227,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.290062,126.000000,0.000000,4302.051270,4886.153809,4200.000000,4214.871582,4125.641113,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,63.000000,0.000000,0.738756,0.032227,0.618896,-0.264893,0.938979,0.280278,-0.227054,-6.981610,3.830383,13.022005
1618540668.297878,127.000000,0.000000,4304.615234,4865.641113,4200.512695,4222.051270,4127.179688,238.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.305693,0.000000,0.000000,4289.743652,4923.077148,4201.538574,4231.282227,4125.128418,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,0.000000,0.000000,0.738650,0.031982,0.619141,-0.264648,0.941909,0.275395,-0.229984,-5.266588,2.011776,13.095558
1618540668.313509,1.000000,0.000000,4277.436035,4930.769043,4202.051270,4232.307617,4115.897461,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.321324,2.000000,0.000000,4290.256348,4911.282227,4203.589844,4229.230957,4121.025879,16201.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,1.000000,0.000000,0.738748,0.031738,0.619141,-0.264404,0.942885,0.272465,-0.234867,-3.902514,0.315215,13.161756
1618540668.329139,3.000000,0.000000,4300.512695,4897.948730,4206.153809,4228.717773,4126.666504,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.336955,4.000000,0.000000,4290.769043,4875.384766,4202.051270,4232.307617,4119.487305,297.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,2.000000,0.000000,0.738553,0.031494,0.619385,-0.264404,0.951186,0.279301,-0.244633,-2.375771,2.616492,13.400780
1618540668.344670,5.000000,0.000000,4289.230957,4900.512695,4202.051270,4231.282227,4121.538574,450.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,
1618540668.352485,6.000000,0.000000,4304.102539,4938.974121,4208.205078,4225.128418,4133.846191,16109.000000,3.000000,73.000000,,,,0.000000,4.000000,2.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,3.000000,0.000000,0.738436,0.031494,0.619629,-0.264160,0.928725,0.268559,-0.246098,-1.240963,4.627827,13.376639
